mes_referencia;secao;subclasse;saldomovimentacao;admissao;demissao;estoque_anual_2026;subclasse_descricao;classe_cnae;classe_descricao;grupo_cnae;grupo_descricao;divisao_cnae;divisao_descricao;secao_cnae;secao_descricao
1;G;4773300;-2;1;3;-2;COMÉRCIO VAREJISTA DE ARTIGOS MÉDICOS E ORTOPÉDICOS;47733;COMÉRCIO VAREJISTA DE ARTIGOS MÉDICOS E ORTOPÉDICOS;477;COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS;47;COMÉRCIO VAREJISTA;G;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
1;G;4774100;2;7;5;1;COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA;47741;COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA;477;COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS;47;COMÉRCIO VAREJISTA;G;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
1;G;4781400;-17;29;46;-43;COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;47814;COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;478;COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS;47;COMÉRCIO VAREJISTA;G;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
1;G;4782201;-7;8;15;-17;COMÉRCIO VAREJISTA DE CALÇADOS;47822;COMÉRCIO VAREJISTA DE CALÇADOS E ARTIGOS DE VIAGEM;478;COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS;47;COMÉRCIO VAREJISTA;G;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
1;G;4783101;-1;1;2;1;COMÉRCIO VAREJISTA DE ARTIGOS DE JOALHERIA;47831;COMÉRCIO VAREJISTA DE JOIAS E RELÓGIOS;478;COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS;47;COMÉRCIO VAREJISTA;G;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
1;G;4783102;-1;0;1;-1;COMÉRCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;47831;COMÉRCIO VAREJISTA DE JOIAS E RELÓGIOS;478;COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS;47;COMÉRCIO VAREJISTA;G;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
1;G;4784900;-2;0;2;-3;COMÉRCIO VAREJISTA DE GÁS LIQÜEFEITO DE PETRÓLEO (GLP);47849;COMÉRCIO VAREJISTA DE GÁS LIQUEFEITO DE PETRÓLEO (GLP);478;COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS;47;COMÉRCIO VAREJISTA;G;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
1;G;4785799;-1;0;1;-1;COMÉRCIO VAREJISTA DE OUTROS ARTIGOS USADOS;47857;COMÉRCIO VAREJISTA DE ARTIGOS USADOS;478;COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS;47;COMÉRCIO VAREJISTA;G;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
1;G;4789001;-2;2;4;-4;COMÉRCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;47890;COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE;478;COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS;47;COMÉRCIO VAREJISTA;G;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
1;G;4789002;1;3;2;-4;COMÉRCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;47890;COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE;478;COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS;47;COMÉRCIO VAREJISTA;G;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
1;G;4789004;5;13;8;5;COMÉRCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMAÇÃO;47890;COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE;478;COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS;47;COMÉRCIO VAREJISTA;G;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
1;G;4789005;1;1;0;1;COMÉRCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITÁRIOS;47890;COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE;478;COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS;47;COMÉRCIO VAREJISTA;G;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
1;G;4789099;5;7;2;4;COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE;47890;COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE;478;COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS;47;COMÉRCIO VAREJISTA;G;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS"
1;H;4921301;1;3;2;-3;TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, COM ITINERÁRIO FIXO, MUNICIPAL;49213;TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, COM ITINERÁRIO FIXO, MUNICIPAL E EM REGIÃO METROPOLITANA;492;TRANSPORTE RODOVIÁRIO DE PASSAGEIROS;49;TRANSPORTE TERRESTRE;H;TRANSPORTE, ARMAZENAGEM E CORREIO
1;H;4923002;1;1;0;-1;SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA;49230;TRANSPORTE RODOVIÁRIO DE TÁXI;492;TRANSPORTE RODOVIÁRIO DE PASSAGEIROS;49;TRANSPORTE TERRESTRE;H;TRANSPORTE, ARMAZENAGEM E CORREIO
1;H;4929901;1;2;1;1;TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL;49299;TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, E OUTROS TRANSPORTES RODOVIÁRIOS NÃO ESPECIFICADOS ANTERIORMENTE;492;TRANSPORTE RODOVIÁRIO DE PASSAGEIROS;49;TRANSPORTE TERRESTRE;H;TRANSPORTE, ARMAZENAGEM E CORREIO
1;H;4929902;-10;18;28;-13;TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49299;TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, E OUTROS TRANSPORTES RODOVIÁRIOS NÃO ESPECIFICADOS ANTERIORMENTE;492;TRANSPORTE RODOVIÁRIO DE PASSAGEIROS;49;TRANSPORTE TERRESTRE;H;TRANSPORTE, ARMAZENAGEM E CORREIO
1;H;4930201;-3;9;12;16;TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL;49302;TRANSPORTE RODOVIÁRIO DE CARGA;493;TRANSPORTE RODOVIÁRIO DE CARGA;49;TRANSPORTE TERRESTRE;H;TRANSPORTE, ARMAZENAGEM E CORREIO
1;H;4930202;-7;6;13;-3;TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49302;TRANSPORTE RODOVIÁRIO DE CARGA;493;TRANSPORTE RODOVIÁRIO DE CARGA;49;TRANSPORTE TERRESTRE;H;TRANSPORTE, ARMAZENAGEM E CORREIO
1;H;4930203;-1;0;1;0;TRANSPORTE RODOVIÁRIO DE PRODUTOS PERIGOSOS;49302;TRANSPORTE RODOVIÁRIO DE CARGA;493;TRANSPORTE RODOVIÁRIO DE CARGA;49;TRANSPORTE TERRESTRE;H;TRANSPORTE, ARMAZENAGEM E CORREIO
1;H;5223100;0;6;6;-2;ESTACIONAMENTO DE VEÍCULOS;52231;ESTACIONAMENTO DE VEÍCULOS;522;ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES;52;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;H;TRANSPORTE, ARMAZENAGEM E CORREIO
1;H;5229002;-3;0;3;-2;SERVIÇOS DE REBOQUE DE VEÍCULOS;52290;ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NÃO ESPECIFICADAS ANTERIORMENTE;522;ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES;52;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;H;TRANSPORTE, ARMAZENAGEM E CORREIO
1;H;5250804;4;6;2;8;ORGANIZAÇÃO LOGÍSTICA DO TRANSPORTE DE CARGA;52508;ATIVIDADES RELACIONADAS À ORGANIZAÇÃO DO TRANSPORTE DE CARGA;525;ATIVIDADES RELACIONADAS À ORGANIZAÇÃO DO TRANSPORTE DE CARGA;52;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;H;TRANSPORTE, ARMAZENAGEM E CORREIO
1;I;5510801;2;8;6;-1;HOTÉIS;55108;HOTÉIS E SIMILARES;551;HOTÉIS E SIMILARES;55;ALOJAMENTO;I;ALOJAMENTO E ALIMENTAÇÃO
1;I;5510803;-1;0;1;-4;MOTÉIS;55108;HOTÉIS E SIMILARES;551;HOTÉIS E SIMILARES;55;ALOJAMENTO;I;ALOJAMENTO E ALIMENTAÇÃO
1;I;5590699;0;1;1;-1;OUTROS ALOJAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE;55906;OUTROS TIPOS DE ALOJAMENTO NÃO ESPECIFICADOS ANTERIORMENTE;559;OUTROS TIPOS DE ALOJAMENTO NÃO ESPECIFICADOS ANTERIORMENTE;55;ALOJAMENTO;I;ALOJAMENTO E ALIMENTAÇÃO
1;I;5611201;-10;49;59;17;RESTAURANTES E SIMILARES;56112;RESTAURANTES E OUTROS ESTABELECIMENTOS DE SERVIÇOS DE ALIMENTAÇÃO E BEBIDAS;561;RESTAURANTES E OUTROS SERVIÇOS DE ALIMENTAÇÃO E BEBIDAS;56;ALIMENTAÇÃO;I;ALOJAMENTO E ALIMENTAÇÃO
1;I;5611203;-19;22;41;-4;LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;56112;RESTAURANTES E OUTROS ESTABELECIMENTOS DE SERVIÇOS DE ALIMENTAÇÃO E BEBIDAS;561;RESTAURANTES E OUTROS SERVIÇOS DE ALIMENTAÇÃO E BEBIDAS;56;ALIMENTAÇÃO;I;ALOJAMENTO E ALIMENTAÇÃO
1;I;5611204;2;3;1;4;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO;56112;RESTAURANTES E OUTROS ESTABELECIMENTOS DE SERVIÇOS DE ALIMENTAÇÃO E BEBIDAS;561;RESTAURANTES E OUTROS SERVIÇOS DE ALIMENTAÇÃO E BEBIDAS;56;ALIMENTAÇÃO;I;ALOJAMENTO E ALIMENTAÇÃO
1;I;5611205;-1;0;1;-2;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO;56112;RESTAURANTES E OUTROS ESTABELECIMENTOS DE SERVIÇOS DE ALIMENTAÇÃO E BEBIDAS;561;RESTAURANTES E OUTROS SERVIÇOS DE ALIMENTAÇÃO E BEBIDAS;56;ALIMENTAÇÃO;I;ALOJAMENTO E ALIMENTAÇÃO
1;I;5612100;-1;0;1;-2;SERVIÇOS AMBULANTES DE ALIMENTAÇÃO;56121;SERVIÇOS AMBULANTES DE ALIMENTAÇÃO;561;RESTAURANTES E OUTROS SERVIÇOS DE ALIMENTAÇÃO E BEBIDAS;56;ALIMENTAÇÃO;I;ALOJAMENTO E ALIMENTAÇÃO
1;I;5620101;-1;7;8;3;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS;56201;SERVIÇOS DE CATERING, BUFÊ E OUTROS SERVIÇOS DE COMIDA PREPARADA;562;SERVIÇOS DE CATERING, BUFÊ E OUTROS SERVIÇOS DE COMIDA PREPARADA;56;ALIMENTAÇÃO;I;ALOJAMENTO E ALIMENTAÇÃO
1;I;5620102;0;1;1;-3;SERVIÇOS DE ALIMENTAÇÃO PARA EVENTOS E RECEPÇÕES - BUFÊ;56201;SERVIÇOS DE CATERING, BUFÊ E OUTROS SERVIÇOS DE COMIDA PREPARADA;562;SERVIÇOS DE CATERING, BUFÊ E OUTROS SERVIÇOS DE COMIDA PREPARADA;56;ALIMENTAÇÃO;I;ALOJAMENTO E ALIMENTAÇÃO
1;I;5620104;2;4;2;5;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;56201;SERVIÇOS DE CATERING, BUFÊ E OUTROS SERVIÇOS DE COMIDA PREPARADA;562;SERVIÇOS DE CATERING, BUFÊ E OUTROS SERVIÇOS DE COMIDA PREPARADA;56;ALIMENTAÇÃO;I;ALOJAMENTO E ALIMENTAÇÃO
1;J;5821200;1;1;0;1;EDIÇÃO INTEGRADA À IMPRESSÃO DE LIVROS;58212;EDIÇÃO INTEGRADA À IMPRESSÃO DE LIVROS;582;EDIÇÃO INTEGRADA À IMPRESSÃO DE LIVROS, JORNAIS, REVISTAS E OUTRAS PUBLICAÇÕES;58;EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO;J;INFORMAÇÃO E COMUNICAÇÃO
1;J;5914600;1;2;1;1;ATIVIDADES DE EXIBIÇÃO CINEMATOGRÁFICA;59146;ATIVIDADES DE EXIBIÇÃO CINEMATOGRÁFICA;591;ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO;59;"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA";J;INFORMAÇÃO E COMUNICAÇÃO
1;J;6010100;-1;0;1;-2;ATIVIDADES DE RÁDIO;60101;ATIVIDADES DE RÁDIO;601;ATIVIDADES DE RÁDIO;60;ATIVIDADES DE RÁDIO E DE TELEVISÃO;J;INFORMAÇÃO E COMUNICAÇÃO
1;J;6110801;1;1;0;-2;SERVIÇOS DE TELEFONIA FIXA COMUTADA - STFC;61108;TELECOMUNICAÇÕES POR FIO;611;TELECOMUNICAÇÕES POR FIO;61;TELECOMUNICAÇÕES;J;INFORMAÇÃO E COMUNICAÇÃO
1;J;6110803;-2;3;5;-2;SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA - SCM;61108;TELECOMUNICAÇÕES POR FIO;611;TELECOMUNICAÇÕES POR FIO;61;TELECOMUNICAÇÕES;J;INFORMAÇÃO E COMUNICAÇÃO
1;J;6120502;-1;0;1;-1;SERVIÇO MÓVEL ESPECIALIZADO - SME;61205;TELECOMUNICAÇÕES SEM FIO;612;TELECOMUNICAÇÕES SEM FIO;61;TELECOMUNICAÇÕES;J;INFORMAÇÃO E COMUNICAÇÃO
1;J;6190601;-1;0;1;0;PROVEDORES DE ACESSO ÀS REDES DE COMUNICAÇÕES;61906;OUTRAS ATIVIDADES DE TELECOMUNICAÇÕES;619;OUTRAS ATIVIDADES DE TELECOMUNICAÇÕES;61;TELECOMUNICAÇÕES;J;INFORMAÇÃO E COMUNICAÇÃO
1;J;6190699;-1;0;1;-1;OUTRAS ATIVIDADES DE TELECOMUNICAÇÕES NÃO ESPECIFICADAS ANTERIORMENTE;61906;OUTRAS ATIVIDADES DE TELECOMUNICAÇÕES;619;OUTRAS ATIVIDADES DE TELECOMUNICAÇÕES;61;TELECOMUNICAÇÕES;J;INFORMAÇÃO E COMUNICAÇÃO
1;J;6201501;-1;0;1;1;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;62015;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;620;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;62;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;J;INFORMAÇÃO E COMUNICAÇÃO
1;J;6202300;-1;1;2;-2;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS;62023;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS;620;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;62;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;J;INFORMAÇÃO E COMUNICAÇÃO
1;J;6209100;0;3;3;-3;SUPORTE TÉCNICO, MANUTENÇÃO E OUTROS SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO;62091;SUPORTE TÉCNICO, MANUTENÇÃO E OUTROS SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO;620;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;62;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;J;INFORMAÇÃO E COMUNICAÇÃO
1;J;6319400;6;11;5;5;PORTAIS, PROVEDORES DE CONTEÚDO E OUTROS SERVIÇOS DE INFORMAÇÃO NA INTERNET;63194;PORTAIS, PROVEDORES DE CONTEÚDO E OUTROS SERVIÇOS DE INFORMAÇÃO NA INTERNET;631;TRATAMENTO DE DADOS, HOSPEDAGEM NA INTERNET E OUTRAS ATIVIDADES RELACIONADAS;63;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO;J;INFORMAÇÃO E COMUNICAÇÃO
1;J;6399200;-1;0;1;-1;OUTRAS ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO NÃO ESPECIFICADAS ANTERIORMENTE;63992;OUTRAS ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO NÃO ESPECIFICADAS ANTERIORMENTE;639;OUTRAS ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO;63;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO;J;INFORMAÇÃO E COMUNICAÇÃO
1;K;6422100;-2;0;2;-6;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;64221;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;642;INTERMEDIAÇÃO MONETÁRIA - DEPÓSITOS À VISTA;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS
1;K;6550200;4;4;0;5;PLANOS DE SAÚDE;65502;PLANOS DE SAÚDE;655;PLANOS DE SAÚDE;65;SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS
1;K;6619302;1;1;0;-1;CORRESPONDENTES DE INSTITUIÇÕES FINANCEIRAS;66193;ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE;661;ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS;66;ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS
1;K;6621501;4;7;3;18;PERITOS E AVALIADORES DE SEGUROS;66215;AVALIAÇÃO DE RISCOS E PERDAS;662;ATIVIDADES AUXILIARES DOS SEGUROS, DA PREVIDÊNCIA COMPLEMENTAR E DOS PLANOS DE SAÚDE;66;ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS
1;K;6622300;0;1;1;2;CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVIDÊNCIA COMPLEMENTAR E DE SAÚDE;66223;CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVIDÊNCIA COMPLEMENTAR E DE SAÚDE;662;ATIVIDADES AUXILIARES DOS SEGUROS, DA PREVIDÊNCIA COMPLEMENTAR E DOS PLANOS DE SAÚDE;66;ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS
1;L;6810201;-1;0;1;-1;COMPRA E VENDA DE IMÓVEIS PRÓPRIOS;68102;ATIVIDADES IMOBILIÁRIAS DE IMÓVEIS PRÓPRIOS;681;ATIVIDADES IMOBILIÁRIAS DE IMÓVEIS PRÓPRIOS;68;ATIVIDADES IMOBILIÁRIAS;L;ATIVIDADES IMOBILIÁRIAS
1;L;6810203;-1;1;2;-1;LOTEAMENTO DE IMÓVEIS PRÓPRIOS;68102;ATIVIDADES IMOBILIÁRIAS DE IMÓVEIS PRÓPRIOS;681;ATIVIDADES IMOBILIÁRIAS DE IMÓVEIS PRÓPRIOS;68;ATIVIDADES IMOBILIÁRIAS;L;ATIVIDADES IMOBILIÁRIAS
1;L;6821801;3;4;1;6;CORRETAGEM NA COMPRA E VENDA E AVALIAÇÃO DE IMÓVEIS;68218;INTERMEDIAÇÃO NA COMPRA, VENDA E ALUGUEL DE IMÓVEIS;682;ATIVIDADES IMOBILIÁRIAS POR CONTRATO OU COMISSÃO;68;ATIVIDADES IMOBILIÁRIAS;L;ATIVIDADES IMOBILIÁRIAS
1;L;6821802;0;3;3;-1;CORRETAGEM NO ALUGUEL DE IMÓVEIS;68218;INTERMEDIAÇÃO NA COMPRA, VENDA E ALUGUEL DE IMÓVEIS;682;ATIVIDADES IMOBILIÁRIAS POR CONTRATO OU COMISSÃO;68;ATIVIDADES IMOBILIÁRIAS;L;ATIVIDADES IMOBILIÁRIAS
1;L;6822600;-2;2;4;-4;GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIARIA;68226;GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA;682;ATIVIDADES IMOBILIÁRIAS POR CONTRATO OU COMISSÃO;68;ATIVIDADES IMOBILIÁRIAS;L;ATIVIDADES IMOBILIÁRIAS
1;M;6911701;-5;0;5;5;SERVIÇOS ADVOCATÍCIOS;69117;ATIVIDADES JURÍDICAS, EXCETO CARTÓRIOS;691;ATIVIDADES JURÍDICAS;69;ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA;M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS
1;M;6912500;1;4;3;1;CARTÓRIOS;69125;CARTÓRIOS;691;ATIVIDADES JURÍDICAS;69;ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA;M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS
1;M;6920601;-3;12;15;4;ATIVIDADES DE CONTABILIDADE;69206;ATIVIDADES DE CONTABILIDADE, CONSULTORIA E AUDITORIA CONTÁBIL E TRIBUTÁRIA;692;ATIVIDADES DE CONTABILIDADE, CONSULTORIA E AUDITORIA CONTÁBIL E TRIBUTÁRIA;69;ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA;M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS
1;M;7020400;0;1;1;3;ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXCETO CONSULTORIA TÉCNICA ESPECÍFICA;70204;ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL;702;ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL;70;ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL;M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS
1;M;7112000;-2;8;10;-4;SERVIÇOS DE ENGENHARIA;71120;SERVIÇOS DE ENGENHARIA;711;SERVIÇOS DE ARQUITETURA E ENGENHARIA E ATIVIDADES TÉCNICAS RELACIONADAS;71;"SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS";M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS
1;M;7119703;0;2;2;0;SERVIÇOS DE DESENHO TÉCNICO RELACIONADOS À ARQUITETURA E ENGENHARIA;71197;ATIVIDADES TÉCNICAS RELACIONADAS À ARQUITETURA E ENGENHARIA;711;SERVIÇOS DE ARQUITETURA E ENGENHARIA E ATIVIDADES TÉCNICAS RELACIONADAS;71;"SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS";M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS
1;M;7119704;1;1;0;0;SERVIÇOS DE PERÍCIA TÉCNICA RELACIONADOS À SEGURANÇA DO TRABALHO;71197;ATIVIDADES TÉCNICAS RELACIONADAS À ARQUITETURA E ENGENHARIA;711;SERVIÇOS DE ARQUITETURA E ENGENHARIA E ATIVIDADES TÉCNICAS RELACIONADAS;71;"SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS";M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS
